sites_ID;Class;Order;Family;Subfamily;Tribe;Genus;Species;Species Authors;;Wing size
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;32.39
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;32.39
bor1092;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;32.39
bor1093;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;32.39
bor1113;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_pignerator;A. Butler, 1867;;32.39
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_reynoldsi;Sharpe, 1890;;27.35
bor1032;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_reynoldsi;Sharpe, 1890;;27.35
bor1092;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Amphidecta;Amphidecta_reynoldsi;Sharpe, 1890;;27.35
bor1019;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1020;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1045;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1046;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1039;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1013;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1014;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1026;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1027;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1028;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1029;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1031;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1032;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1033;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1034;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1035;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1036;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1037;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1038;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1041;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1056;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1068;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1069;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1077;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1080;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1081;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1082;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1075;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1092;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1099;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1119;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Morphini;Antirrhea;Antirrhea_archaea;Hübner, [1822];;34.72
bor1048;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1002;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1049;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1050;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1006;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1051;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1057;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1019;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1020;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1045;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1046;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1039;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1003;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1004;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1013;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1014;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1022;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1026;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1027;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1028;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1031;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1032;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1033;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1035;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1036;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1041;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1054;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1055;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1056;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1058;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1061;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1068;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1070;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1073;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1074;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1080;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1084;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1086;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1042;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1075;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1097;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1099;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1102;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1103;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1109;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1110;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1115;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1119;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;(Fabricius, 1775);;47.9
bor1048;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1001;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1002;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1049;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1050;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1006;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1051;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1057;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1003;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1004;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1005;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1011;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1013;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1015;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1016;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1052;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1053;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1054;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1056;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1058;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1062;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1065;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1070;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1073;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1042;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1018;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1093;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1099;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1109;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1112;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1114;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1118;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1117;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1120;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;(Hübner, [1823]);;48.88
bor1048;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1001;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1002;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1049;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1050;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1006;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1051;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1057;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1019;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1020;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1023;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1024;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1045;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1046;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1039;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1003;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1004;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1008;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1010;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1011;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1013;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1014;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1015;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1025;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1026;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1027;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1028;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1029;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1033;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1035;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1036;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1041;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1047;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1053;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1054;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1055;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1056;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1058;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1059;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1062;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1064;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1065;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1066;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1067;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1068;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1069;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1070;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1072;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1073;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1074;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1076;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1078;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1080;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1081;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1088;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1084;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1085;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
bor1086;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_demophon;(Linnaeus, 1758);;48.57
