sites_ID;Class;Order;Family;Subfamily;Tribe;Genus;Species;Species Authors;;Wing size
bor1029;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1030;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1031;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1035;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1036;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1041;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1056;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1077;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1080;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1081;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1086;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1082;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1075;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1096;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1107;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_arnaca;(Fabricius, 1776);;
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1080;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1083;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1087;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1082;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1075;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_chlorimene;(Hübner, [1819]);;21.28
bor1039;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1014;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1031;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1035;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1038;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1041;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1080;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1081;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1088;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1082;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Chloreuptychia;Chloreuptychia_herseis;(Godart, [1824]);;21.48
bor1019;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1039;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1025;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1027;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1028;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1029;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1030;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1031;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1032;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1035;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1036;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1041;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1069;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1071;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1076;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1077;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1080;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1081;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1088;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1086;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1087;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1082;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1075;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1107;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_myncea;(Cramer, 1780);;21.06
bor1078;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_palladia;(A. Butler, 1867);;
bor1088;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_palladia;(A. Butler, 1867);;
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_palladia;(A. Butler, 1867);;
bor1107;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_palladia;(A. Butler, 1867);;
bor1088;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_penelope;(Fabricius, 1775);;
bor1102;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_penelope;(Fabricius, 1775);;
bor1107;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_penelope;(Fabricius, 1775);;
bor1113;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_penelope;(Fabricius, 1775);;
bor1057;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1008;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1011;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1047;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1065;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1084;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1087;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1089;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1091;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1092;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1093;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1094;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1096;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1098;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1099;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1104;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1107;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1119;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1113;Insecta;Lepidoptera;Nymphalidae;Satyrinae;Satyrini;Cissia;Cissia_terrestris;(A. Butler, 1867);;17.31
bor1048;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1001;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1049;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1050;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1006;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1051;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1057;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1019;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1020;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1021;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1023;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1045;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1046;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1039;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1008;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1011;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1013;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1014;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1015;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1022;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1025;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1026;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1027;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1028;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1029;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1031;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1032;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1033;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1035;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1036;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1038;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1040;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1041;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1047;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1052;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1053;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1054;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1055;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1056;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1058;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1063;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1064;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1065;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1068;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1069;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1070;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1072;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1073;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1074;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1076;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1077;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1078;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1079;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1080;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1081;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1088;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1083;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1084;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1085;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1086;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1087;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1042;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1012;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1018;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1082;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1075;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1089;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1090;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1092;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1093;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1094;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1096;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1098;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1099;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1100;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1101;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1102;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1107;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1112;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1117;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1116;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1119;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1113;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1121;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1122;Insecta;Lepidoptera;Nymphalidae;Nymphalinae;Coeini;Colobura;Colobura_dirce;(Linnaeus, 1758);;65.19
bor1048;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1001;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1049;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1006;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1051;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1057;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1019;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1020;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1045;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1046;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1039;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1004;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1008;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1011;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1013;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1014;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1015;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1027;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1028;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1029;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1031;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1032;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1033;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
bor1035;Insecta;Lepidoptera;Nymphalidae;Charaxinae;Anaeini;Consul;Consul_fabius;(Cramer, 1776);;44.88
